<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.04.03	1.59120	1.59960	1.58680	1.59700	6215	0	50
2000.04.04	1.59710	1.60820	1.59230	1.59310	5887	0	50
2000.04.05	1.59310	1.59840	1.58260	1.58470	7068	0	50
2000.04.06	1.58400	1.58930	1.57770	1.58140	6697	0	50
2000.04.07	1.58150	1.58590	1.57750	1.57950	6288	0	50
2000.04.08	1.57970	1.57970	1.57940	1.57940	2	0	50
2000.04.10	1.57990	1.58620	1.57660	1.58560	6102	0	50
2000.04.11	1.58550	1.58960	1.58290	1.58590	6580	0	50
2000.04.12	1.58540	1.58900	1.58220	1.58870	6897	0	50
2000.04.13	1.58840	1.59330	1.58470	1.58630	6522	0	50
2000.04.14	1.58650	1.59140	1.58270	1.58670	6399	0	50
2000.04.15	1.58690	1.58830	1.58680	1.58800	13	0	50
2000.04.17	1.58920	1.59460	1.57950	1.58080	6049	0	50
2000.04.18	1.58050	1.58500	1.57470	1.57700	7952	0	50
2000.04.19	1.57720	1.58390	1.57550	1.58230	7108	0	50
2000.04.20	1.58230	1.58390	1.57760	1.57930	7060	0	50
2000.04.21	1.57920	1.58270	1.57700	1.57950	3331	0	50
2000.04.22	1.58000	1.58000	1.57760	1.57760	14	0	50
2000.04.24	1.57670	1.58170	1.57510	1.57840	3255	0	50
2000.04.25	1.57850	1.58200	1.57300	1.58110	7472	0	50
2000.04.26	1.58120	1.58260	1.57480	1.57570	7737	0	50
2000.04.27	1.57550	1.58120	1.57090	1.57170	8567	0	50
2000.04.28	1.57190	1.57710	1.55050	1.55130	7284	0	50
2000.04.29	1.55170	1.55210	1.55130	1.55210	4	0	50
2000.05.01	1.55350	1.55700	1.55190	1.55350	3406	0	50
2000.05.02	1.55360	1.56730	1.55310	1.55970	6046	0	50
2000.05.03	1.56050	1.56540	1.55520	1.56110	7171	0	50
2000.05.04	1.56040	1.56310	1.53540	1.54130	8193	0	50
2000.05.05	1.54210	1.54430	1.52450	1.53040	7668	0	50
2000.05.06	1.53030	1.53030	1.53030	1.53030	1	0	50
2000.05.08	1.52790	1.53620	1.52620	1.53350	8384	0	50
2000.05.09	1.53320	1.53710	1.52880	1.53140	7725	0	50
2000.05.10	1.53120	1.53430	1.50790	1.51180	8268	0	50
2000.05.11	1.51170	1.51250	1.49280	1.50350	8610	0	50
2000.05.12	1.50340	1.52000	1.50100	1.51770	7422	0	50
2000.05.13	1.51710	1.51710	1.51610	1.51610	4	0	50
2000.05.15	1.52240	1.52300	1.50510	1.50530	5767	0	50
2000.05.16	1.50490	1.50650	1.49220	1.49360	6561	0	50
2000.05.17	1.49350	1.49880	1.48760	1.49650	7482	0	50
2000.05.18	1.49670	1.49740	1.47670	1.48330	7777	0	50
2000.05.19	1.48340	1.49040	1.47530	1.48650	7776	0	50
2000.05.20	1.48700	1.48850	1.48700	1.48850	11	0	50
2000.05.22	1.48620	1.49670	1.48230	1.49270	7621	0	50
2000.05.23	1.49260	1.49300	1.47250	1.47680	8277	0	50
2000.05.24	1.47720	1.47940	1.46800	1.47550	7716	0	50
2000.05.25	1.47500	1.48020	1.46640	1.47010	8140	0	50
2000.05.26	1.46990	1.49000	1.46990	1.49000	7730	0	50
2000.05.29	1.48880	1.49310	1.48580	1.49260	5667	0	50
2000.05.30	1.49270	1.50450	1.48980	1.49630	8116	0	50
