<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.04.29	108.140	108.290	108.090	108.090	11	0	50
2000.05.01	107.780	109.050	107.690	108.780	4787	0	50
2000.05.02	108.790	108.980	108.220	108.460	6332	0	50
2000.05.03	108.480	109.520	108.330	109.060	6252	0	50
2000.05.04	109.040	109.660	107.660	108.050	7345	0	50
2000.05.05	108.040	108.700	107.230	108.620	6754	0	50
2000.05.06	108.570	108.580	108.540	108.540	3	0	50
2000.05.08	108.770	109.220	108.300	108.950	7081	0	50
2000.05.09	108.960	109.670	108.550	109.140	7177	0	50
2000.05.10	109.170	109.630	108.600	109.540	6872	0	50
2000.05.11	109.540	110.080	108.060	108.520	7876	0	50
2000.05.12	108.510	109.060	107.670	108.500	7152	0	50
2000.05.13	108.450	108.450	108.180	108.180	9	0	50
2000.05.15	108.670	109.590	108.580	109.380	5429	0	50
2000.05.16	109.370	109.910	108.750	109.640	6284	0	50
2000.05.17	109.550	110.040	109.010	109.340	6498	0	50
2000.05.18	109.330	109.460	108.440	108.750	7499	0	50
2000.05.19	108.720	108.820	106.370	107.000	8329	0	50
2000.05.20	106.980	107.150	106.900	106.900	48	0	50
2000.05.22	107.130	107.500	106.730	107.120	7091	0	50
2000.05.23	107.100	107.290	106.420	106.530	7544	0	50
2000.05.24	106.530	107.990	106.390	107.860	7270	0	50
2000.05.25	107.870	107.990	107.260	107.410	7702	0	50
2000.05.26	107.430	107.850	106.580	107.250	7162	0	50
2000.05.27	107.150	107.150	107.050	107.150	3	0	50
2000.05.29	107.020	107.410	106.690	106.940	5989	0	50
2000.05.30	106.960	107.060	106.050	106.480	7134	0	50
2000.05.31	106.470	107.940	106.170	107.650	7463	0	50
2000.06.01	107.630	109.020	107.600	108.540	6562	0	50
2000.06.02	108.530	109.060	107.660	108.050	6549	0	50
2000.06.03	108.000	108.080	107.750	108.030	22	0	50
2000.06.05	108.010	108.290	107.250	107.320	6803	0	50
2000.06.06	107.300	107.620	105.200	105.800	7276	0	50
2000.06.07	105.830	106.220	105.030	105.400	7848	0	50
